text,label
как дела,UNKNOWN
сыграй в игру,UNKNOWN
список задач,TASK_QUERY
нужно не забыть позвонить клиенту,TASK_CREATE
"добавь новую задачу закончить лабораторную до 2026-03-31T16:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной, как дочернюю к задаче позвонить клиенту",TASK_CREATE
удали задачи купить молоко,TASK_DELETE
удали задачи купить молоко,TASK_DELETE
сдвинь задачу позвонить клиенту на следующую неделю,TASK_UPDATE
{},AMBIGUOUS
"поставь в очередь сделать отчет до 2026-04-14T14:14:57Z, приоритет высокий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
задача купить молоко выполнена,TASK_UPDATE
позвони {},UNKNOWN
убрать из списка купить молоко,TASK_DELETE
какие задачи открыты,TASK_QUERY
сотри задачу подготовить презентацию,TASK_DELETE
пометь задачу закончить лабораторную как выполненную,TASK_UPDATE
что за задача {},TASK_QUERY
кто ты,UNKNOWN
создай для меня задачу закончить лабораторную,TASK_CREATE
кто ты,UNKNOWN
посмотри на задачу {},AMBIGUOUS
измени детали закончить лабораторную,TASK_UPDATE
открой список задач,TASK_QUERY
сотри купить молоко навсегда,TASK_DELETE
"создай задачу купить молоко до 2026-03-31T12:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
очисти завершённые задачи закончить лабораторную,TASK_DELETE
удали все задачи купить молоко,TASK_DELETE
удали все задачи сделать отчет,TASK_DELETE
снять задачу позвонить клиенту,TASK_DELETE
сделал позвонить клиенту,TASK_UPDATE
было бы хорошо закончить лабораторную,TASK_CREATE
что у меня запланировано,TASK_QUERY
помоги с кодом,UNKNOWN
задача сделать отчет выполнена,TASK_UPDATE
позвони {},UNKNOWN
"создай для меня задачу подготовить презентацию до 2026-04-07T16:14:58Z, приоритет высокий, проект Проект A, описание: сделать отчет по лабораторной",TASK_CREATE
создай задачу подготовить презентацию,TASK_CREATE
обнови информацию по сделать отчет,TASK_UPDATE
статистика по задачам,TASK_QUERY
создай срочную задачу позвонить клиенту,TASK_CREATE
спиши задачу позвонить клиенту,TASK_DELETE
"отправь задачу купить молоко в список дел до 2026-04-04T20:14:58Z, приоритет средний, проект Проект A, описание: слайды для семинара",TASK_CREATE
{},AMBIGUOUS
что нового в мире,UNKNOWN
сдвинь задачу позвонить клиенту на следующую неделю,TASK_UPDATE
сотри закончить лабораторную навсегда,TASK_DELETE
покажи все задачи,TASK_QUERY
сделай что-нибудь с задачей,AMBIGUOUS
отредактируй задачу подготовить презентацию,TASK_UPDATE
"нужно не забыть позвонить клиенту до 2026-04-06T19:14:57Z, приоритет средний, проект ДЗ, описание: слайды для семинара, как дочернюю к задаче позвонить клиенту",TASK_CREATE
"создай срочную задачу подготовить презентацию до 2026-04-22T21:14:58Z, приоритет высокий, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
можно ли {},AMBIGUOUS
займись этим {},AMBIGUOUS
задачи по проекту {},TASK_QUERY
спиши задачу подготовить презентацию,TASK_DELETE
установи таймер на {},UNKNOWN
исключи задачу сделать отчет,TASK_DELETE
"создай для меня задачу закончить лабораторную до 2026-04-08T21:14:58Z, приоритет средний, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
"поставь себе напоминание подготовить презентацию до 2026-04-05T15:14:58Z, приоритет средний, проект Учебный проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче купить молоко",TASK_CREATE
задачи на завтра,TASK_QUERY
"поставь в приоритет закончить лабораторную до 2026-04-13T19:14:57Z, приоритет средний, проект ДЗ, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче сделать отчет",TASK_CREATE
разберись с задачей {},AMBIGUOUS
передай подготовить презентацию коллеге,TASK_UPDATE
что мне нужно сделать,TASK_QUERY
информация о задаче {},TASK_QUERY
задачи по проекту {},TASK_QUERY
покажи мои задачи,TASK_QUERY
удали последнюю задачу сделать отчет,TASK_DELETE
открой браузер,UNKNOWN
отредактируй задачу закончить лабораторную,TASK_UPDATE
{},AMBIGUOUS
готово купить молоко,TASK_UPDATE
просроченные задачи,TASK_QUERY
задачи назначенные на меня,TASK_QUERY
задача {},AMBIGUOUS
сотри подготовить презентацию навсегда,TASK_DELETE
сделай что-нибудь с задачей,AMBIGUOUS
"мне нужно позвонить клиенту до 2026-04-20T10:14:58Z, приоритет средний, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
что за задача {},TASK_QUERY
поправь задачу купить молоко,TASK_UPDATE
создай или обнови задачу,AMBIGUOUS
"добавь в бэклог позвонить клиенту до 2026-04-09T01:14:57Z, приоритет средний, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
пометь задачу купить молоко как выполненную,TASK_UPDATE
удали задачу подготовить презентацию,TASK_DELETE
помоги с кодом,UNKNOWN
{},AMBIGUOUS
нужно не забыть подготовить презентацию,TASK_CREATE
как дела,UNKNOWN
перенаправь задачу купить молоко на другого,TASK_UPDATE
задача {},AMBIGUOUS
покажи новости за сегодня,UNKNOWN
поставь задачу сделать отчет,TASK_CREATE
удали задачи купить молоко,TASK_DELETE
включи музыку,UNKNOWN
открой браузер,UNKNOWN
задача купить молоко выполнена,TASK_UPDATE
добавь новую задачу закончить лабораторную,TASK_CREATE
включи фильм {},UNKNOWN
расскажи о себе,UNKNOWN
"может, создать задачу {}",AMBIGUOUS
сделал сделать отчет,TASK_UPDATE
отметь закончить лабораторную как сделанное,TASK_UPDATE
"запиши задачу купить молоко до 2026-04-17T10:14:57Z, приоритет низкий, проект ДЗ, описание: лаборато́рная работа по ТАТД",TASK_CREATE
объясни понятие {},UNKNOWN
открой браузер,UNKNOWN
нужно что-то по задаче {},AMBIGUOUS
"может, создать задачу {}",AMBIGUOUS
удали последнюю задачу закончить лабораторную,TASK_DELETE
кто ты,UNKNOWN
разберись с задачей {},AMBIGUOUS
установи таймер на {},UNKNOWN
удали сделать отчет немедленно,TASK_DELETE
найди задачу {},TASK_QUERY
нужно не забыть купить молоко,TASK_CREATE
очисти задачу подготовить презентацию,TASK_DELETE
"напомни мне позвонить клиенту до 2026-04-09T22:14:57Z, приоритет низкий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
сотри задачу купить молоко,TASK_DELETE
можно ли {},AMBIGUOUS
спиши задачу купить молоко,TASK_DELETE
важно {},AMBIGUOUS
нужно не забыть подготовить презентацию,TASK_CREATE
обязательно закончить лабораторную,TASK_CREATE
мои дела на сегодня,TASK_QUERY
исключи задачу подготовить презентацию,TASK_DELETE
позвони {},UNKNOWN
займись этим {},AMBIGUOUS
покажи все задачи,TASK_QUERY
очисти список задач подготовить презентацию,TASK_DELETE
что у меня запланировано,TASK_QUERY
измени срок сделать отчет задачи,TASK_UPDATE
не забудь добавить купить молоко,TASK_CREATE
создай или обнови задачу,AMBIGUOUS
перенеси срок задачи купить молоко,TASK_UPDATE
покажи все задачи,TASK_QUERY
"внеси задачу подготовить презентацию до 2026-04-27T16:14:57Z, приоритет высокий, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
напиши письмо {},UNKNOWN
сыграй в игру,UNKNOWN
обнови позвонить клиенту,TASK_UPDATE
сдвинь задачу подготовить презентацию на следующую неделю,TASK_UPDATE
статистика по задачам,TASK_QUERY
покажи выполненные задачи,TASK_QUERY
кто ты,UNKNOWN
пометь задачу позвонить клиенту как выполненную,TASK_UPDATE
"напомни мне сделать отчет до 2026-04-02T21:14:57Z, приоритет средний, проект Рабочий проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче закончить лабораторную",TASK_CREATE
покажи выполненные задачи,TASK_QUERY
задачи по проекту {} на этой неделе,TASK_QUERY
назначь купить молоко на задачу,TASK_UPDATE
какая погода сегодня,UNKNOWN
расскажи анекдот,UNKNOWN
создай или обнови задачу,AMBIGUOUS
включи музыку,UNKNOWN
покажи текущие дела,TASK_QUERY
хз что делать с задачей {},AMBIGUOUS
назначь задачу купить молоко на,TASK_UPDATE
установи срочность сделать отчет,TASK_UPDATE
разберись с задачей {},AMBIGUOUS
срочно {},AMBIGUOUS
сыграй в игру,UNKNOWN
детали задачи {},TASK_QUERY
можно ли {},AMBIGUOUS
непонятная команда с задачей,AMBIGUOUS
было бы хорошо позвонить клиенту,TASK_CREATE
исправь задачу позвонить клиенту,TASK_UPDATE
закрой задачу сделать отчет,TASK_UPDATE
покажи задачи на сегодня,TASK_QUERY
мои дела на сегодня,TASK_QUERY
какие у меня задачи,TASK_QUERY
что нового в мире,UNKNOWN
покажи мои задачи,TASK_QUERY
кто ты,UNKNOWN
сделай задачу или нет {},AMBIGUOUS
срочно {},AMBIGUOUS
"мне нужно купить молоко до 2026-04-15T09:14:58Z, приоритет средний, проект Учебный проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
срочно {},AMBIGUOUS
сколько задач открыто,TASK_QUERY
покажи задачу {},TASK_QUERY
сделай задачу или нет {},AMBIGUOUS
очисти список задач подготовить презентацию,TASK_DELETE
покажи мои задачи,TASK_QUERY
задачи с высоким приоритетом,TASK_QUERY
хочу добавить задачу закончить лабораторную,TASK_CREATE
убери задачу подготовить презентацию,TASK_DELETE
поставь себе напоминание сделать отчет,TASK_CREATE
снять задачу сделать отчет,TASK_DELETE
готово позвонить клиенту,TASK_UPDATE
добавь в бэклог позвонить клиенту,TASK_CREATE
удали последнюю задачу позвонить клиенту,TASK_DELETE
что-то с задачей {},AMBIGUOUS
назначь задачу закончить лабораторную на,TASK_UPDATE
сотри задачу подготовить презентацию,TASK_DELETE
включи музыку,UNKNOWN
спиши задачу купить молоко,TASK_DELETE
удали задачу закончить лабораторную,TASK_DELETE
детали по {},TASK_QUERY
исправь задачу сделать отчет,TASK_UPDATE
мои дела на сегодня,TASK_QUERY
удали задачи купить молоко,TASK_DELETE
"задача, наверное {}",AMBIGUOUS
удали задачи сделать отчет,TASK_DELETE
измени срок сделать отчет задачи,TASK_UPDATE
установи срочность купить молоко,TASK_UPDATE
создай задачу подготовить презентацию,TASK_CREATE
объясни понятие {},UNKNOWN
очисти задачу купить молоко,TASK_DELETE
поменяй описание задачи купить молоко,TASK_UPDATE
какие задачи открыты,TASK_QUERY
поставь дедлайн сделать отчет для задачи,TASK_UPDATE
можно ли {},AMBIGUOUS
открой список задач,TASK_QUERY
поставь в приоритет купить молоко,TASK_CREATE
помоги с кодом,UNKNOWN
установи таймер на {},UNKNOWN
"надо бы купить молоко до 2026-04-19T20:14:57Z, приоритет высокий, проект Проект A, описание: слайды для семинара",TASK_CREATE
расскажи анекдот,UNKNOWN
измени сделать отчет задачи,TASK_UPDATE
"поставь в приоритет закончить лабораторную до 2026-04-06T04:14:57Z, приоритет высокий, проект Учебный проект, описание: сделать отчет по лабораторной",TASK_CREATE
скорректируй сделать отчет задачи,TASK_UPDATE
удали задачу сделать отчет,TASK_DELETE
открой список задач,TASK_QUERY
спиши задачу сделать отчет,TASK_DELETE
важно {},AMBIGUOUS
детали по {},TASK_QUERY
помоги с кодом,UNKNOWN
{},AMBIGUOUS
напиши письмо {},UNKNOWN
найди в интернете {},UNKNOWN
посмотри на задачу {},AMBIGUOUS
измени детали подготовить презентацию,TASK_UPDATE
незавершённые задачи,TASK_QUERY
напиши письмо {},UNKNOWN
очисти завершённые задачи подготовить презентацию,TASK_DELETE
напиши письмо {},UNKNOWN
отмени задачу закончить лабораторную,TASK_DELETE
переназначь позвонить клиенту задачи,TASK_UPDATE
напиши письмо {},UNKNOWN
задача закончить лабораторную выполнена,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
удали задачи купить молоко,TASK_DELETE
обнови позвонить клиенту,TASK_UPDATE
важно {},AMBIGUOUS
отметь сделать отчет как сделанное,TASK_UPDATE
задача сделать отчет закрыта,TASK_UPDATE
покажи мои задачи,TASK_QUERY
перенеси позвонить клиенту задачи,TASK_UPDATE
покажи задачи на сегодня,TASK_QUERY
очисти задачу купить молоко,TASK_DELETE
"давай создадим сделать отчет до 2026-04-02T21:14:57Z, приоритет низкий, проект Учебный проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
измени купить молоко задачи,TASK_UPDATE
не забыть подготовить презентацию,TASK_CREATE
задача {},AMBIGUOUS
включи музыку,UNKNOWN
задачи на завтра,TASK_QUERY
перенеси срок задачи закончить лабораторную,TASK_UPDATE
какие задачи открыты,TASK_QUERY
добавь в бэклог позвонить клиенту,TASK_CREATE
займись этим {},AMBIGUOUS
что известно о {},TASK_QUERY
позвони {},UNKNOWN
добавь задачу позвонить клиенту,TASK_CREATE
очисти завершённые задачи купить молоко,TASK_DELETE
"создай новую задачу позвонить клиенту до 2026-04-21T19:14:57Z, приоритет низкий, проект Рабочий проект, описание: слайды для семинара",TASK_CREATE
"внеси задачу купить молоко до 2026-04-11T02:14:57Z, приоритет низкий, проект ДЗ, описание: сделать отчет по лабораторной",TASK_CREATE
разберись с задачей {},AMBIGUOUS
передай подготовить презентацию коллеге,TASK_UPDATE
очисти задачу сделать отчет,TASK_DELETE
разберись с задачей {},AMBIGUOUS
замени сделать отчет в задаче,TASK_UPDATE
что нового в мире,UNKNOWN
"задача, наверное {}",AMBIGUOUS
удали все задачи позвонить клиенту,TASK_DELETE
"запиши в список дел сделать отчет до 2026-04-25T23:14:57Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
что у меня есть,TASK_QUERY
исключи задачу позвонить клиенту,TASK_DELETE
замени подготовить презентацию в задаче,TASK_UPDATE
внеси задачу позвонить клиенту,TASK_CREATE
не забудь добавить сделать отчет,TASK_CREATE
сделай что-нибудь с задачей,AMBIGUOUS
зарегистрируй задачу купить молоко,TASK_CREATE
измени срок позвонить клиенту задачи,TASK_UPDATE
ликвидируй задачу купить молоко,TASK_DELETE
установи таймер на {},UNKNOWN
удали задачи подготовить презентацию,TASK_DELETE
обнови информацию по закончить лабораторную,TASK_UPDATE
какая погода сегодня,UNKNOWN
спиши задачу купить молоко,TASK_DELETE
напиши письмо {},UNKNOWN
что мне нужно сделать,TASK_QUERY
объясни понятие {},UNKNOWN
задачи по проекту {} на этой неделе,TASK_QUERY
помоги с кодом,UNKNOWN
мне нужно закончить лабораторную,TASK_CREATE
сделал позвонить клиенту,TASK_UPDATE
отмени задачу сделать отчет,TASK_DELETE
очисти список задач сделать отчет,TASK_DELETE
срочно {},AMBIGUOUS
добавь в список сделать отчет,TASK_CREATE
очисти список задач закончить лабораторную,TASK_DELETE
как пройти до {},UNKNOWN
"зарегистрируй задачу сделать отчет до 2026-04-21T09:14:58Z, приоритет средний, проект Проект A, описание: лаборато́рная работа по ТАТД, как дочернюю к задаче закончить лабораторную",TASK_CREATE
статистика по задачам,TASK_QUERY
передай задачу закончить лабораторную другому,TASK_UPDATE
готово позвонить клиенту,TASK_UPDATE
сотри подготовить презентацию навсегда,TASK_DELETE
удали последнюю задачу позвонить клиенту,TASK_DELETE
назначь дату выполнения позвонить клиенту,TASK_UPDATE
"задача, наверное {}",AMBIGUOUS
что за задача {},TASK_QUERY
сыграй в игру,UNKNOWN
просроченные задачи,TASK_QUERY
открой список задач,TASK_QUERY
убери задачу позвонить клиенту,TASK_DELETE
покажи все задачи,TASK_QUERY
назначь дату выполнения сделать отчет,TASK_UPDATE
отметь подготовить презентацию завершённой,TASK_UPDATE
повысь приоритет задачи позвонить клиенту,TASK_UPDATE
удали последнюю задачу сделать отчет,TASK_DELETE
что запланировано,TASK_QUERY
задача закончить лабораторную выполнена,TASK_UPDATE
хочу добавить задачу сделать отчет,TASK_CREATE
что-то нужно сделать с {},AMBIGUOUS
"давай создадим подготовить презентацию до 2026-04-14T02:14:57Z, приоритет средний, проект Учебный проект, описание: слайды для семинара",TASK_CREATE
завершить задачу купить молоко,TASK_UPDATE
кто ты,UNKNOWN
задачи по проекту {} на этой неделе,TASK_QUERY
"напомни мне купить молоко до 2026-04-23T07:14:58Z, приоритет средний, проект Проект A, описание: слайды для семинара, как дочернюю к задаче купить молоко",TASK_CREATE
перенеси задачу подготовить презентацию на завтра,TASK_UPDATE
"внеси задачу сделать отчет до 2026-04-26T18:14:58Z, приоритет средний, проект ДЗ, описание: слайды для семинара, как дочернюю к задаче подготовить презентацию",TASK_CREATE
расскажи анекдот,UNKNOWN
детали по {},TASK_QUERY
что у меня есть,TASK_QUERY
поставь задачу закончить лабораторную,TASK_CREATE
спиши задачу сделать отчет,TASK_DELETE
"поставь себе напоминание купить молоко до 2026-04-12T11:14:57Z, приоритет средний, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
"добавь задачу закончить лабораторную до 2026-04-13T23:14:57Z, приоритет средний, проект Рабочий проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
займись этим {},AMBIGUOUS
задача {},AMBIGUOUS
найди в интернете {},UNKNOWN
объясни понятие {},UNKNOWN
отметь купить молоко как сделанное,TASK_UPDATE
включи музыку,UNKNOWN
детали задачи {},TASK_QUERY
установи таймер на {},UNKNOWN
сделай задачу или нет {},AMBIGUOUS
обязательно позвонить клиенту,TASK_CREATE
что-то нужно сделать с {},AMBIGUOUS
какие задачи открыты,TASK_QUERY
нужно не забыть закончить лабораторную,TASK_CREATE
кто ты,UNKNOWN
перепиши задачу купить молоко,TASK_UPDATE
разберись с задачей {},AMBIGUOUS
что-то с задачей {},AMBIGUOUS
задачи по проекту {},TASK_QUERY
"запиши задачу подготовить презентацию до 2026-04-13T13:14:58Z, приоритет средний, проект Рабочий проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
что у меня есть,TASK_QUERY
что известно о {},TASK_QUERY
сделай для меня позвонить клиенту,TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
выведи список задач,TASK_QUERY
назначь сделать отчет на задачу,TASK_UPDATE
нужно что-то по задаче {},AMBIGUOUS
очисти список задач закончить лабораторную,TASK_DELETE
пометь задачу купить молоко как выполненную,TASK_UPDATE
давай создадим купить молоко,TASK_CREATE
переназначь закончить лабораторную задачи,TASK_UPDATE
непонятная команда с задачей,AMBIGUOUS
переназначь сделать отчет задачи,TASK_UPDATE
просроченные задачи,TASK_QUERY
сделай задачу или нет {},AMBIGUOUS
было бы хорошо подготовить презентацию,TASK_CREATE
покажи текущие дела,TASK_QUERY
кто ты,UNKNOWN
сколько задач открыто,TASK_QUERY
удали задачу позвонить клиенту,TASK_DELETE
"запиши задачу закончить лабораторную до 2026-04-18T09:14:58Z, приоритет высокий, проект Рабочий проект, описание: слайды для семинара, как дочернюю к задаче закончить лабораторную",TASK_CREATE
объясни понятие {},UNKNOWN
исключи задачу позвонить клиенту,TASK_DELETE
включи музыку,UNKNOWN
задачи на завтра,TASK_QUERY
"может, создать задачу {}",AMBIGUOUS
объясни понятие {},UNKNOWN
нужно что-то по задаче {},AMBIGUOUS
создай новую задачу закончить лабораторную,TASK_CREATE
что мне нужно сделать,TASK_QUERY
позвони {},UNKNOWN
отредактируй задачу подготовить презентацию,TASK_UPDATE
что нового в мире,UNKNOWN
удали последнюю задачу купить молоко,TASK_DELETE
создай или обнови задачу,AMBIGUOUS
что нового в мире,UNKNOWN
измени или удали задачу,AMBIGUOUS
какие задачи открыты,TASK_QUERY
что-то нужно сделать с {},AMBIGUOUS
объясни понятие {},UNKNOWN
поменяй описание задачи позвонить клиенту,TASK_UPDATE
измени сделать отчет задачи,TASK_UPDATE
незавершённые задачи,TASK_QUERY
поправь задачу подготовить презентацию,TASK_UPDATE
"сделай для меня подготовить презентацию до 2026-04-20T09:14:58Z, приоритет низкий, проект Рабочий проект, описание: сделать отчет по лабораторной",TASK_CREATE
внеси задачу купить молоко,TASK_CREATE
очисти завершённые задачи позвонить клиенту,TASK_DELETE
"зарегистрируй задачу сделать отчет до 2026-04-28T12:14:57Z, приоритет высокий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
снять задачу позвонить клиенту,TASK_DELETE
задачи с высоким приоритетом,TASK_QUERY
позвони {},UNKNOWN
{},AMBIGUOUS
который час,UNKNOWN
поставь дедлайн закончить лабораторную для задачи,TASK_UPDATE
"запиши задачу сделать отчет до 2026-04-29T00:14:57Z, приоритет высокий, проект Проект A, описание: слайды для семинара, как дочернюю к задаче позвонить клиенту",TASK_CREATE
ликвидируй задачу позвонить клиенту,TASK_DELETE
было бы хорошо сделать отчет,TASK_CREATE
срочно {},AMBIGUOUS
"может, создать задачу {}",AMBIGUOUS
покажи текущие дела,TASK_QUERY
включи фильм {},UNKNOWN
напиши письмо {},UNKNOWN
сколько у меня задач,TASK_QUERY
очисти задачу подготовить презентацию,TASK_DELETE
найди в интернете {},UNKNOWN
задача закончить лабораторную выполнена,TASK_UPDATE
сыграй в игру,UNKNOWN
{},AMBIGUOUS
что-то с задачей {},AMBIGUOUS
задачи с высоким приоритетом,TASK_QUERY
исправь задачу подготовить презентацию,TASK_UPDATE
разберись с задачей {},AMBIGUOUS
"не забыть позвонить клиенту до 2026-04-07T20:14:57Z, приоритет средний, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
что запланировано,TASK_QUERY
"надо бы подготовить презентацию до 2026-04-23T18:14:58Z, приоритет низкий, проект ДЗ, описание: позвонить клиенту и уточнить детали",TASK_CREATE
задачи с низким приоритетом,TASK_QUERY
объясни понятие {},UNKNOWN
что нового в мире,UNKNOWN
помоги с кодом,UNKNOWN
установи приоритет закончить лабораторную для задачи,TASK_UPDATE
сотри задачу позвонить клиенту,TASK_DELETE
установи приоритет закончить лабораторную для задачи,TASK_UPDATE
перенаправь задачу позвонить клиенту на другого,TASK_UPDATE
поправь задачу купить молоко,TASK_UPDATE
сколько у меня задач,TASK_QUERY
открой список задач,TASK_QUERY
объясни понятие {},UNKNOWN
перенеси задачу сделать отчет на завтра,TASK_UPDATE
позвони {},UNKNOWN
какие задачи открыты,TASK_QUERY
задача позвонить клиенту закрыта,TASK_UPDATE
закрой задачу сделать отчет,TASK_UPDATE
"поставь задачу подготовить презентацию до 2026-04-26T19:14:57Z, приоритет высокий, проект Рабочий проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
перепиши задачу сделать отчет,TASK_UPDATE
замени купить молоко в задаче,TASK_UPDATE
замени сделать отчет в задаче,TASK_UPDATE
задача {},AMBIGUOUS
включи фильм {},UNKNOWN
обязательно подготовить презентацию,TASK_CREATE
хз что делать с задачей {},AMBIGUOUS
важно {},AMBIGUOUS
нужно что-то по задаче {},AMBIGUOUS
завершить задачу купить молоко,TASK_UPDATE
скорректируй сделать отчет задачи,TASK_UPDATE
статистика по задачам,TASK_QUERY
задача подготовить презентацию выполнена,TASK_UPDATE
сколько у меня задач,TASK_QUERY
убери из бэклога купить молоко,TASK_DELETE
убрать из списка подготовить презентацию,TASK_DELETE
{},AMBIGUOUS
что за задача {},TASK_QUERY
"давай создадим закончить лабораторную до 2026-04-21T16:14:57Z, приоритет низкий, проект Учебный проект, описание: позвонить клиенту и уточнить детали, как дочернюю к задаче закончить лабораторную",TASK_CREATE
"добавь в бэклог подготовить презентацию до 2026-04-04T05:14:57Z, приоритет высокий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
создай срочную задачу сделать отчет,TASK_CREATE
ликвидируй задачу подготовить презентацию,TASK_DELETE
как дела,UNKNOWN
"не знаю, удали или измени {}",AMBIGUOUS
что в списке дел,TASK_QUERY
отметь купить молоко как сделанное,TASK_UPDATE
"создай новую задачу подготовить презентацию до 2026-04-11T01:14:58Z, приоритет высокий, проект Проект A, описание: лаборато́рная работа по ТАТД",TASK_CREATE
исключи задачу позвонить клиенту,TASK_DELETE
обнови купить молоко,TASK_UPDATE
как пройти до {},UNKNOWN
надо бы позвонить клиенту,TASK_CREATE
"нужно не забыть купить молоко до 2026-04-05T12:14:57Z, приоритет средний, проект Рабочий проект, описание: сделать отчет по лабораторной, как дочернюю к задаче закончить лабораторную",TASK_CREATE
очисти список задач закончить лабораторную,TASK_DELETE
найди в интернете {},UNKNOWN
исключи задачу закончить лабораторную,TASK_DELETE
детали по {},TASK_QUERY
что-то нужно сделать с {},AMBIGUOUS
помоги с кодом,UNKNOWN
создай или обнови задачу,AMBIGUOUS
измени или удали задачу,AMBIGUOUS
перепиши задачу купить молоко,TASK_UPDATE
расскажи о себе,UNKNOWN
нужно не забыть позвонить клиенту,TASK_CREATE
удали задачи закончить лабораторную,TASK_DELETE
задачи по проекту {},TASK_QUERY
очисти задачу купить молоко,TASK_DELETE
задачи с низким приоритетом,TASK_QUERY
детали по {},TASK_QUERY
удали купить молоко немедленно,TASK_DELETE
исправь задачу закончить лабораторную,TASK_UPDATE
просроченные задачи,TASK_QUERY
"внеси задачу сделать отчет до 2026-04-28T23:14:57Z, приоритет высокий, проект Учебный проект, описание: лаборато́рная работа по ТАТД",TASK_CREATE
"внеси задачу подготовить презентацию до 2026-04-02T16:14:57Z, приоритет средний, проект Учебный проект, описание: позвонить клиенту и уточнить детали",TASK_CREATE
"задача, наверное {}",AMBIGUOUS
замени купить молоко в задаче,TASK_UPDATE
как дела,UNKNOWN
можно ли {},AMBIGUOUS
зарегистрируй задачу сделать отчет,TASK_CREATE
измени сделать отчет задачи,TASK_UPDATE
удали подготовить презентацию немедленно,TASK_DELETE
было бы хорошо позвонить клиенту,TASK_CREATE
"не знаю, удали или измени {}",AMBIGUOUS
измени или удали задачу,AMBIGUOUS
как дела,UNKNOWN
создай или обнови задачу,AMBIGUOUS
необходимо сделать отчет,TASK_CREATE
убери задачу закончить лабораторную,TASK_DELETE
"задача, наверное {}",AMBIGUOUS
список задач,TASK_QUERY
задача {},AMBIGUOUS
напиши письмо {},UNKNOWN
"добавь новую задачу позвонить клиенту до 2026-04-21T23:14:58Z, приоритет высокий, проект ДЗ, описание: слайды для семинара",TASK_CREATE
сделай для меня позвонить клиенту,TASK_CREATE
закрой задачу подготовить презентацию,TASK_UPDATE
очисти список задач сделать отчет,TASK_DELETE
завершить задачу позвонить клиенту,TASK_UPDATE
удали задачи подготовить презентацию,TASK_DELETE
задачи по проекту {} на этой неделе,TASK_QUERY
создай новую задачу купить молоко,TASK_CREATE
"задача, наверное {}",AMBIGUOUS
удали сделать отчет немедленно,TASK_DELETE
убери из бэклога подготовить презентацию,TASK_DELETE
можно ли {},AMBIGUOUS
перенеси срок задачи сделать отчет,TASK_UPDATE
задачи по проекту {} на этой неделе,TASK_QUERY
отредактируй задачу сделать отчет,TASK_UPDATE
обнови купить молоко,TASK_UPDATE
перенеси подготовить презентацию задачи,TASK_UPDATE
срочно {},AMBIGUOUS
пометь задачу подготовить презентацию как выполненную,TASK_UPDATE
помоги с кодом,UNKNOWN
"давай создадим закончить лабораторную до 2026-04-14T02:14:58Z, приоритет средний, проект ДЗ, описание: сделать отчет по лабораторной",TASK_CREATE
"не знаю, удали или измени {}",AMBIGUOUS
сделай задачу или нет {},AMBIGUOUS
сдвинь задачу закончить лабораторную на следующую неделю,TASK_UPDATE
включи музыку,UNKNOWN
удали все задачи подготовить презентацию,TASK_DELETE
разберись с задачей {},AMBIGUOUS
помоги с кодом,UNKNOWN
необходимо сделать отчет,TASK_CREATE
отметь купить молоко завершённой,TASK_UPDATE
очисти задачу позвонить клиенту,TASK_DELETE
давай создадим закончить лабораторную,TASK_CREATE
не забыть купить молоко,TASK_CREATE
"не забудь добавить подготовить презентацию до 2026-04-14T08:14:58Z, приоритет высокий, проект Учебный проект, описание: сделать отчет по лабораторной, как дочернюю к задаче подготовить презентацию",TASK_CREATE
"хочу не забыть закончить лабораторную до 2026-04-24T13:14:58Z, приоритет средний, проект ДЗ, описание: слайды для семинара",TASK_CREATE
убери из бэклога закончить лабораторную,TASK_DELETE
напомни мне купить молоко,TASK_CREATE
непонятная команда с задачей,AMBIGUOUS
